Année;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Bioénergies (MW)
2021-07-30;4099;25;5050;127;84;225;179
2021-07-30;4302;25;5049;127;152;236;176
2021-07-30;4477;25;5047;118;296;237;174
2021-07-30;4630;27;5044;128;453;235;170
2021-07-30;4740;25;5038;135;633;297;171
2021-07-30;4841;25;5039;138;770;212;170
2021-07-30;4840;25;5039;141;869;210;171
2021-07-30;4875;25;5039;178;1035;199;170
2021-07-30;4904;29;5039;179;1082;205;170
2021-07-30;4885;30;5037;181;1197;202;164
2021-07-30;4923;29;5037;179;1320;126;164
2021-07-30;4791;29;5034;228;1464;109;170
2021-07-30;4792;29;5030;238;1449;111;165
2021-07-30;4757;29;5028;264;1503;107;168
2021-07-30;4561;29;5026;262;1503;104;173
2021-07-30;4477;29;5027;300;1505;100;173
2021-07-30;4321;29;5027;295;1411;114;170
2021-07-30;4224;29;5028;306;1238;93;170
2021-07-30;4221;27;5029;334;1172;174;169
2021-07-30;4140;28;5032;328;1023;182;163
2021-07-30;4184;29;5034;337;897;182;174
2021-07-30;4196;29;5031;331;791;202;172
2021-07-30;4264;29;5030;293;680;215;170
2021-07-30;4292;29;5038;262;525;141;174
2021-07-30;4243;29;5036;236;328;143;171
2021-07-30;4105;29;5036;223;162;138;167
2021-07-30;3999;29;5040;195;58;150;167
2021-07-30;4011;29;5038;193;3;190;168
2021-07-30;4104;29;5042;202;0;205;164
2021-07-30;4213;29;4710;188;0;194;169
2021-07-30;4337;29;4260;192;0;276;168
2021-07-30;4190;29;4210;181;0;246;165
2021-07-31;4103;27;4172;174;0;240;165
2021-07-31;4003;30;4124;159;0;231;167
2021-07-31;3783;29;4124;141;0;152;165
2021-07-31;3858;29;4123;117;0;106;165
2021-07-31;3671;29;4124;109;0;103;171
2021-07-31;3663;29;4124;101;0;97;167
2021-07-31;3492;29;4120;86;0;98;168
2021-07-31;3346;29;4122;75;0;169;179
2021-07-31;3272;29;4123;71;0;165;175
2021-07-31;3244;29;4122;66;0;87;172
2021-07-31;3229;29;4119;64;0;85;177
2021-07-31;3258;29;4124;67;0;83;182
2021-07-31;3271;29;4127;65;0;84;179
2021-07-31;3309;29;4129;65;0;163;177
2021-07-31;3269;29;4127;66;5;82;172
2021-07-31;3392;29;4130;59;37;81;175
2021-07-31;3506;29;4127;51;83;95;175
2021-07-31;3689;29;4128;52;143;138;175
2021-07-31;3853;30;4126;48;201;140;178
2021-07-31;4028;30;4126;46;252;146;180
2021-07-31;4153;30;4124;46;340;148;182
2021-07-31;4264;29;4126;46;460;96;179
2021-07-31;4279;29;4128;46;527;171;181
2021-07-31;4334;28;4105;46;653;173;176
2021-07-31;4420;24;4109;46;722;168;175
2021-07-31;4573;29;4106;47;870;172;179
2021-07-31;4662;29;4125;49;834;95;180
2021-07-31;4432;28;4125;66;788;93;180
2021-07-31;4405;29;4125;73;870;92;177
2021-07-31;4394;29;4107;57;985;89;175
2021-07-31;4170;29;4101;52;906;86;171
2021-07-31;4094;29;4103;57;824;84;172
2021-07-31;3959;29;4100;83;801;80;175
2021-07-31;3868;28;4103;90;779;82;172
2021-07-31;3842;29;4105;86;753;83;175
2021-07-31;3831;30;4119;92;695;84;173
2021-07-31;3875;32;4121;95;623;99;179
2021-07-31;3882;29;4120;101;492;254;179
2021-07-31;3978;29;4122;113;369;252;175
2021-07-31;4009;29;4125;136;279;128;176
2021-07-31;3984;29;4125;128;180;172;174
2021-07-31;3867;29;4125;120;103;272;177
2021-07-31;3775;29;4123;127;38;197;182
2021-07-31;3759;30;4122;105;2;205;179
2021-07-31;3825;29;4060;119;0;228;181
2021-07-31;3937;29;4077;137;0;229;181
2021-07-31;4075;29;4116;150;0;304;180
2021-07-31;3933;29;4122;153;0;297;181
2021-08-01;3904;29;4125;151;0;284;180
2021-08-01;3922;30;4128;222;0;189;178
2021-08-01;3703;30;4132;201;0;159;180
2021-08-01;3761;30;4134;157;0;158;180
2021-08-01;3538;30;4135;130;0;141;178
2021-08-01;3535;30;4136;117;0;104;178
2021-08-01;3309;30;4136;106;0;104;177
2021-08-01;3155;30;4135;101;0;103;179
2021-08-01;3062;30;4141;92;0;101;181
2021-08-01;3011;30;4141;74;0;97;182
2021-08-01;2967;30;4144;63;0;97;178
2021-08-01;2980;30;4145;67;0;94;180
2021-08-01;2998;30;4144;73;0;95;180
2021-08-01;3010;30;4145;66;0;94;178
2021-08-01;2950;31;4146;69;2;94;180
2021-08-01;2981;30;4147;64;51;90;178
2021-08-01;3065;30;4148;58;150;89;176
2021-08-01;3237;30;4147;42;293;88;178
2021-08-01;3396;30;4145;37;491;88;177
2021-08-01;3571;32;4144;27;733;89;175
2021-08-01;3708;30;4139;29;819;88;169
2021-08-01;3840;30;4136;32;973;87;168
2021-08-01;3878;30;4135;40;1073;87;172
2021-08-01;3956;30;4135;47;1193;86;174
2021-08-01;4044;30;4133;59;1259;174;172
2021-08-01;4142;30;4135;60;1324;176;173
2021-08-01;4261;30;4132;85;1467;169;170
2021-08-01;4059;30;4133;136;1421;96;175
2021-08-01;4017;30;4133;160;1466;96;174
2021-08-01;3922;30;4131;162;1410;98;174
2021-08-01;3737;30;4129;203;1358;98;178
2021-08-01;3710;30;4131;196;1380;99;175
2021-08-01;3516;30;4129;186;1519;99;174
2021-08-01;3468;30;4128;190;1408;94;174
2021-08-01;3450;30;4124;234;1310;91;175
2021-08-01;3410;30;4125;232;1223;94;174
2021-08-01;3401;30;4123;224;1043;88;173
2021-08-01;3510;30;4125;211;877;114;175
2021-08-01;3609;30;4126;235;690;203;173
2021-08-01;3740;30;4126;214;516;203;177
2021-08-01;3761;30;4128;185;329;227;178
2021-08-01;3797;30;4127;177;156;217;175
2021-08-01;3758;30;4129;193;55;223;176
2021-08-01;3735;30;4130;191;2;172;176
2021-08-01;3851;30;4130;180;0;187;176
2021-08-01;3965;30;4132;164;0;192;172
2021-08-01;4117;31;4132;144;0;270;171
2021-08-01;3948;29;4133;148;0;262;172
2021-08-02;3927;30;4131;153;0;168;172
2021-08-02;3826;30;4130;140;0;128;174
2021-08-02;3600;30;4132;121;0;111;174
2021-08-02;3689;30;4134;120;0;113;176
2021-08-02;3516;30;4137;112;0;107;176
2021-08-02;3503;30;4139;98;0;92;179
2021-08-02;3306;30;4137;82;0;84;181
2021-08-02;3187;30;4150;69;0;80;175
2021-08-02;3101;30;4151;54;0;80;176
2021-08-02;3093;30;4152;45;0;79;172
2021-08-02;3114;28;4154;38;0;79;178
2021-08-02;3218;27;4152;33;0;79;176
2021-08-02;3318;27;4153;23;0;80;176
2021-08-02;3441;29;4155;22;0;84;172
2021-08-02;3478;25;4155;22;4;82;173
2021-08-02;3626;26;4155;32;64;104;176
2021-08-02;3800;25;4157;29;187;194;176
2021-08-02;3976;29;4158;32;396;207;172
2021-08-02;4125;29;4155;30;640;268;174
2021-08-02;4302;29;4152;31;895;288;172
2021-08-02;4381;27;4153;32;1133;289;173
2021-08-02;4458;29;4150;46;1223;195;173
2021-08-02;4472;30;4156;75;1370;178;172
2021-08-02;4549;30;4156;74;1373;185;172
2021-08-02;4623;29;4156;84;1474;166;169
2021-08-02;4681;28;4154;86;1591;138;168
2021-08-02;4753;28;4154;76;1708;219;167
2021-08-02;4612;28;4153;93;1678;211;170
2021-08-02;4643;28;4154;146;1686;123;171
2021-08-02;4623;26;4154;159;1578;121;168
2021-08-02;4494;26;4153;144;1660;114;174
2021-08-02;4432;26;4152;162;1661;114;173
2021-08-02;4289;29;4151;207;1634;112;169
2021-08-02;4185;29;4150;165;1476;128;172
2021-08-02;4136;29;4149;167;1410;129;167
2021-08-02;4095;28;4148;246;1349;167;171
2021-08-02;4082;27;4148;164;1152;172;169
2021-08-02;4146;30;4148;132;1010;181;170
2021-08-02;4241;30;4148;123;793;218;176
2021-08-02;4288;30;4149;126;565;231;173
2021-08-02;4278;30;4151;122;337;347;173
2021-08-02;4166;28;4151;123;151;458;173
2021-08-02;4023;30;4151;129;48;452;171
2021-08-02;3996;28;4151;137;1;314;174
2021-08-02;4069;27;4153;122;0;314;175
2021-08-02;4171;30;4151;139;0;238;175
2021-08-02;4345;30;4153;144;0;313;176
2021-08-02;4195;30;4155;192;0;288;176
2021-08-03;4163;30;4152;230;0;270;178
2021-08-03;4050;30;4153;218;0;147;179
2021-08-03;3820;30;4153;210;0;91;174
2021-08-03;3912;30;4154;179;0;86;178
2021-08-03;3705;30;4153;135;0;83;180
2021-08-03;3707;30;4158;132;0;83;179
2021-08-03;3496;30;4158;127;0;81;175
2021-08-03;3355;29;4158;115;0;79;174
2021-08-03;3290;28;4160;168;0;78;176
2021-08-03;3228;30;4157;113;0;78;177
2021-08-03;3232;30;4159;106;0;77;177
2021-08-03;3310;30;4159;110;0;79;177
2021-08-03;3405;31;4160;113;0;80;175
2021-08-03;3487;31;4159;59;0;85;177
2021-08-03;3528;32;4161;70;1;103;179
2021-08-03;3671;33;4159;70;63;190;178
2021-08-03;3860;33;4160;67;152;285;176
2021-08-03;4031;33;4160;47;335;358;180
2021-08-03;4187;33;4128;34;346;423;179
2021-08-03;4354;33;4125;21;418;389;179
2021-08-03;4469;32;4125;20;448;327;180
2021-08-03;4540;32;4126;20;534;280;180
2021-08-03;4619;32;4125;26;628;289;175
2021-08-03;4648;32;4125;22;745;278;176
2021-08-03;4731;33;4124;22;786;340;170
2021-08-03;4764;32;4124;19;817;362;169
2021-08-03;4870;32;4125;23;848;363;169
2021-08-03;4700;32;4122;22;861;360;169
2021-08-03;4716;32;4125;16;850;318;171
2021-08-03;4699;31;4128;21;869;213;170
2021-08-03;4533;28;4127;23;895;212;171
2021-08-03;4464;31;4126;24;843;211;172
2021-08-03;4299;31;4146;23;812;212;172
2021-08-03;4217;31;4159;37;734;212;175
2021-08-03;4186;31;4158;53;615;150;176
2021-08-03;4117;31;4158;55;551;164;178
2021-08-03;4126;31;4156;52;453;161;178
2021-08-03;4171;30;4156;47;346;172;179
2021-08-03;4296;28;4156;29;240;202;177
2021-08-03;4374;30;4154;50;163;225;175
2021-08-03;4320;31;4152;26;107;383;178
2021-08-03;4166;31;4155;25;65;434;180
2021-08-03;4020;30;4156;22;24;425;179
2021-08-03;3983;30;4156;18;0;395;179
2021-08-03;4009;30;4157;20;0;391;180
2021-08-03;4113;30;4157;24;0;320;178
2021-08-03;4301;30;4157;29;0;289;178
2021-08-03;4117;30;4162;34;0;150;175
2021-08-04;4060;30;4159;53;0;116;176
2021-08-04;3942;30;4161;65;0;115;175
2021-08-04;3730;30;4161;106;0;107;173
2021-08-04;3826;30;4161;126;0;180;175
2021-08-04;3655;30;4160;138;0;178;175
2021-08-04;3646;30;4160;158;0;187;175
2021-08-04;3481;30;4159;181;0;107;174
2021-08-04;3350;30;4156;201;0;105;172
2021-08-04;3257;30;4161;217;0;90;170
2021-08-04;3215;30;4163;245;0;91;169
2021-08-04;3225;30;4159;248;0;90;171
2021-08-04;3275;30;4161;257;0;95;173
2021-08-04;3360;30;4163;280;0;115;171
2021-08-04;3505;30;4160;307;0;131;167
2021-08-04;3542;30;4160;304;0;136;168
2021-08-04;3683;30;4159;287;10;156;167
2021-08-04;3817;30;4157;271;52;207;167
2021-08-04;4038;30;4157;244;149;468;173
2021-08-04;4172;30;4157;227;313;505;171
2021-08-04;4312;30;4157;246;356;529;168
2021-08-04;4414;30;4156;226;519;526;168
2021-08-04;4502;30;4155;226;724;413;167
2021-08-04;4539;30;4155;228;867;416;163
2021-08-04;4557;30;4153;199;1051;350;160
2021-08-04;4657;30;4153;256;1268;338;161
2021-08-04;4650;30;4151;231;1386;354;162
2021-08-04;4708;30;4149;265;1376;352;162
2021-08-04;4566;30;4149;257;1511;275;162
2021-08-04;4613;30;4148;268;1580;249;163
2021-08-04;4621;34;4144;284;1670;232;164
2021-08-04;4393;34;4143;319;1459;190;161
2021-08-04;4369;35;4142;346;1435;189;161
2021-08-04;4230;34;4143;373;1322;151;160
2021-08-04;4104;34;4144;318;1172;150;156
2021-08-04;4085;34;4143;404;1109;146;157
2021-08-04;4110;33;4145;453;1011;163;162
2021-08-04;4069;34;4147;473;849;203;166
2021-08-04;4122;34;4144;505;643;329;164
2021-08-04;4240;33;4142;505;493;383;162
2021-08-04;4223;25;4141;524;324;397;164
2021-08-04;4193;23;4141;570;217;473;163
2021-08-04;4033;23;4141;516;89;474;164
2021-08-04;3897;24;4142;543;22;466;166
2021-08-04;3827;24;4143;463;0;467;164
2021-08-04;3938;23;4144;441;0;455;167
2021-08-04;3992;23;4147;353;0;439;174
2021-08-04;4180;23;4149;352;0;435;171
2021-08-04;4021;23;4152;286;0;337;171
2021-08-05;3970;23;4154;238;0;383;168
2021-08-05;3912;23;4157;229;0;209;172
2021-08-05;3701;23;4154;220;0;166;168
2021-08-05;3796;23;4156;192;0;160;172
2021-08-05;3612;23;4155;189;0;181;174
2021-08-05;3606;23;4156;201;0;246;176
2021-08-05;3386;23;4156;218;0;254;171
2021-08-05;3246;23;4156;207;0;103;174
2021-08-05;3180;23;4157;167;0;102;173
2021-08-05;3146;23;4159;153;0;100;173
2021-08-05;3130;24;4160;150;0;99;173
2021-08-05;3224;24;4163;167;0;97;174
2021-08-05;3320;23;4161;160;0;113;175
2021-08-05;3480;23;4161;176;0;178;175
2021-08-05;3506;24;4160;176;0;255;176
2021-08-05;3659;24;4158;162;37;347;170
2021-08-05;3807;24;4133;160;111;395;176
2021-08-05;3968;24;4130;140;240;411;173
2021-08-05;4093;23;4132;126;417;465;173
2021-08-05;4216;23;4133;148;624;476;181
2021-08-05;4312;23;4132;174;806;464;174
2021-08-05;4405;23;4133;225;879;301;173
2021-08-05;4436;19;4130;247;1084;306;175
2021-08-05;4466;19;4132;247;1201;329;171
2021-08-05;4595;19;4128;279;1266;305;172
2021-08-05;4656;19;4126;371;1341;249;168
2021-08-05;4708;19;4125;470;1458;319;166
2021-08-05;4537;19;4123;484;1470;270;162
2021-08-05;4589;19;4116;524;1471;249;163
2021-08-05;4578;19;4120;589;1459;139;167
2021-08-05;4446;19;4122;594;1380;133;167
2021-08-05;4475;19;4119;668;1250;132;165
2021-08-05;4279;19;4120;607;1244;131;170
2021-08-05;4217;19;4148;659;1100;126;167
2021-08-05;4183;19;4150;692;1005;124;166
2021-08-05;4132;19;4152;717;845;136;171
2021-08-05;4121;19;4150;721;922;135;170
2021-08-05;4160;20;4151;742;737;149;170
2021-08-05;4184;19;4140;682;504;186;168
2021-08-05;4233;19;4148;732;319;349;172
2021-08-05;4222;19;4148;744;176;365;169
2021-08-05;4058;19;4145;759;89;364;172
2021-08-05;3953;20;4147;725;21;338;175
2021-08-05;3914;19;4147;639;0;293;169
2021-08-05;3929;19;4149;622;0;287;164
2021-08-05;4078;21;4153;592;0;252;167
2021-08-05;4273;19;4153;558;0;173;168
2021-08-05;4091;19;4153;591;0;140;165
2021-08-06;4052;19;4154;592;0;146;166
2021-08-06;3896;19;4154;578;0;189;168
2021-08-06;3672;19;4152;551;0;185;171
2021-08-06;3829;19;4155;582;0;110;170
2021-08-06;3627;19;4155;547;0;108;175
2021-08-06;3634;19;4112;539;0;204;178
2021-08-06;3402;19;4108;440;0;191;173
2021-08-06;3188;19;4109;306;0;103;177
2021-08-06;3167;19;4109;345;0;99;180
2021-08-06;3097;19;4108;284;0;98;182
2021-08-06;3129;19;4110;268;0;95;181
2021-08-06;3218;19;4111;267;0;94;175
2021-08-06;3299;19;4112;271;0;93;179
2021-08-06;3425;19;4114;240;0;100;179
2021-08-06;3470;19;4116;239;1;101;178
2021-08-06;3710;19;4115;397;29;113;172
2021-08-06;3793;19;4113;300;116;126;172
2021-08-06;3990;19;4112;267;208;219;175
2021-08-06;4129;19;4110;275;380;214;176
2021-08-06;4302;19;4112;269;523;213;173
2021-08-06;4412;19;4112;321;668;136;178
2021-08-06;4533;19;4110;311;791;135;179
2021-08-06;4574;19;4139;395;956;134;176
2021-08-06;4559;19;3224;391;1082;126;174
2021-08-06;4576;19;3231;441;1181;113;175
2021-08-06;4593;19;3228;452;1187;175;170
2021-08-06;4698;19;3225;500;1358;180;168
2021-08-06;4517;19;3223;513;1348;106;165
2021-08-06;4577;19;3225;542;1388;104;170
2021-08-06;4561;19;3222;465;1390;105;169
2021-08-06;4433;19;3220;401;1238;107;173
2021-08-06;4331;19;3222;288;1145;183;170
2021-08-06;4155;19;3222;307;1110;182;169
2021-08-06;4070;19;3219;422;1130;103;175
2021-08-06;4019;19;3209;329;1057;103;176
2021-08-06;3933;19;3212;326;975;115;172
2021-08-06;3960;19;3215;325;854;113;176
2021-08-06;4019;20;3216;304;730;160;174
2021-08-06;4128;20;3213;278;617;354;173
2021-08-06;4141;19;3213;246;387;439;172
2021-08-06;4112;19;3212;220;226;464;178
2021-08-06;4042;19;3215;179;101;447;172
2021-08-06;3960;19;3215;170;20;429;174
2021-08-06;3958;19;3216;145;0;325;178
2021-08-06;4008;19;3219;136;0;249;178
2021-08-06;4072;23;3219;127;0;312;179
2021-08-06;4207;28;3221;133;0;361;178
2021-08-06;4087;27;3221;174;0;319;177
2021-08-07;4060;30;3221;215;0;244;180
2021-08-07;3938;30;3223;217;0;138;178
2021-08-07;3671;29;3222;196;0;104;183
2021-08-07;3742;29;3225;246;0;104;176
2021-08-07;3554;30;3223;245;0;104;182
2021-08-07;3505;29;3227;210;0;104;181
2021-08-07;3316;30;3224;223;0;103;180
2021-08-07;3189;29;3227;229;0;100;181
2021-08-07;3103;29;3227;243;0;96;183
2021-08-07;3069;29;3226;257;0;197;182
2021-08-07;3057;29;3226;290;0;196;182
2021-08-07;3043;29;3229;311;0;272;181
2021-08-07;3067;29;3226;327;0;179;175
2021-08-07;3155;29;3226;362;0;182;175
2021-08-07;3100;29;3226;407;0;103;180
2021-08-07;3169;30;3225;460;26;101;173
2021-08-07;3279;31;3222;476;108;103;171
2021-08-07;3472;31;3224;531;233;104;174
2021-08-07;3624;30;3218;485;391;105;170
2021-08-07;3676;30;3218;431;571;183;175
2021-08-07;3855;30;3217;461;794;182;173
2021-08-07;3997;30;3220;501;884;186;173
2021-08-07;4101;27;3216;554;969;125;171
2021-08-07;4130;28;3215;643;1207;124;172
2021-08-07;4180;31;3214;741;1177;180;174
2021-08-07;4261;30;3217;809;1373;183;175
2021-08-07;4371;30;3217;811;1561;181;173
2021-08-07;4096;29;3215;841;1525;181;172
2021-08-07;4041;30;3211;756;1527;107;178
2021-08-07;4036;30;3214;784;1514;106;176
2021-08-07;3851;29;3213;772;1630;107;174
2021-08-07;3721;29;2953;777;1532;108;171
2021-08-07;3654;29;2953;789;1540;107;169
2021-08-07;3521;30;2954;777;1564;106;175
2021-08-07;3508;29;2954;742;1372;106;180
2021-08-07;3525;30;2953;730;1335;101;179
2021-08-07;3580;29;2955;666;1180;95;178
2021-08-07;3654;29;2956;668;1009;94;179
2021-08-07;3778;30;3163;655;773;108;179
2021-08-07;3833;30;3189;659;499;199;178
2021-08-07;3829;30;3243;664;295;227;178
2021-08-07;3757;29;3247;581;128;304;182
2021-08-07;3636;30;3250;511;33;295;180
2021-08-07;3638;29;3248;397;0;389;182
2021-08-07;3721;29;3176;375;0;376;181
2021-08-07;3807;29;3181;319;0;282;180
2021-08-07;4025;29;3190;342;0;436;181
2021-08-07;3855;30;3240;336;0;394;181
2021-08-08;3860;30;3243;357;0;228;182
2021-08-08;3750;30;3262;350;0;102;184
2021-08-08;3520;30;3277;328;0;96;183
2021-08-08;3609;29;3285;318;0;96;181
2021-08-08;3416;30;3286;320;0;98;184
2021-08-08;3422;30;3288;308;0;92;179
2021-08-08;3225;30;3284;264;0;190;179
2021-08-08;3038;30;3291;203;0;269;180
2021-08-08;2920;30;3293;200;0;176;182
2021-08-08;2873;30;3292;204;0;89;182
2021-08-08;2839;30;3293;202;0;87;181
2021-08-08;2856;30;3293;209;0;82;181
2021-08-08;2868;30;3295;215;0;80;180
2021-08-08;2931;30;3293;217;0;80;182
2021-08-08;2855;30;3292;214;0;79;180
2021-08-08;2883;30;3293;197;42;159;180
2021-08-08;2983;30;3294;153;130;159;179
2021-08-08;3142;30;3295;140;265;90;182
2021-08-08;3334;30;3292;136;506;89;175
2021-08-08;3487;30;3291;120;688;92;178
2021-08-08;3617;30;3293;121;961;92;179
2021-08-08;3763;30;3289;146;1087;91;180
2021-08-08;3849;30;3288;174;1278;84;178
2021-08-08;3894;30;3292;166;1412;83;178
2021-08-08;3967;30;3289;172;1535;161;182
2021-08-08;4046;30;3288;199;1490;158;178
2021-08-08;4177;30;3287;236;1518;160;176
2021-08-08;3945;30;3286;222;1612;159;182
2021-08-08;3891;29;3288;279;1638;78;185
2021-08-08;3872;29;3287;295;1702;80;182
2021-08-08;3685;29;3282;348;1659;81;178
2021-08-08;3581;30;3279;325;1637;80;179
2021-08-08;3413;30;3281;315;1627;82;180
2021-08-08;3358;30;3265;336;1634;78;175
2021-08-08;3336;29;3265;336;1492;78;176
2021-08-08;3306;29;3495;319;1318;77;177
2021-08-08;3315;29;3498;291;1175;75;178
2021-08-08;3465;30;3509;270;952;76;171
2021-08-08;3582;30;3509;254;746;76;175
2021-08-08;3732;31;3512;339;548;158;174
2021-08-08;3747;29;3511;300;297;181;176
2021-08-08;3704;30;3511;223;111;261;175
2021-08-08;3652;30;3514;189;27;269;177
2021-08-08;3687;30;3510;153;0;190;176
2021-08-08;3769;28;3512;145;0;181;179
2021-08-08;3857;30;3511;110;0;185;179
2021-08-08;4012;30;3512;94;0;266;177
2021-08-08;3879;29;3515;93;0;244;176
2021-08-09;3837;30;3517;90;0;293;176
2021-08-09;3761;30;3517;88;0;307;177
2021-08-09;3539;30;3520;72;0;138;181
2021-08-09;3628;30;3523;72;0;105;180
2021-08-09;3434;30;3518;82;0;103;177
2021-08-09;3430;30;3525;83;0;82;175
2021-08-09;3211;30;3523;80;0;85;173
2021-08-09;3098;30;3522;81;0;83;174
2021-08-09;3028;30;3523;82;0;77;176
2021-08-09;3002;30;3523;75;0;74;177
2021-08-09;3025;30;3522;75;0;73;178
2021-08-09;3083;30;3522;61;0;72;180
2021-08-09;3164;30;3524;61;0;71;180
2021-08-09;3295;30;3524;65;0;150;183
2021-08-09;3279;30;3524;61;0;163;185
2021-08-09;3407;30;3524;62;30;224;180
2021-08-09;3602;30;3528;77;95;272;182
2021-08-09;3776;30;3522;94;209;350;177
2021-08-09;3948;27;3523;88;352;350;170
2021-08-09;4137;26;3520;64;534;335;167
2021-08-09;4237;26;3506;48;758;244;170
2021-08-09;4330;30;3511;30;881;141;173
2021-08-09;4339;27;3513;28;1035;147;173
2021-08-09;4400;27;3515;27;1089;132;173
2021-08-09;4514;29;3513;28;1222;117;175
2021-08-09;4598;31;3515;27;1300;190;171
2021-08-09;4659;30;3513;31;1497;184;171
2021-08-09;4489;30;3512;42;1563;169;174
2021-08-09;4526;29;3512;49;1578;97;172
2021-08-09;4510;30;3508;49;1715;101;168
2021-08-09;4384;29;3512;42;1743;104;171
2021-08-09;4252;30;3511;41;1813;82;169
2021-08-09;4143;29;3506;43;1796;82;170
2021-08-09;4036;30;3507;44;1748;81;165
2021-08-09;4009;29;3501;37;1622;87;169
2021-08-09;3935;30;3501;36;1461;80;170
2021-08-09;3950;29;3504;38;1339;219;175
2021-08-09;4055;29;3504;33;1119;325;174
2021-08-09;4170;30;3506;28;857;368;174
2021-08-09;4225;30;3506;25;560;369;168
2021-08-09;4225;30;3505;21;308;368;167
2021-08-09;4087;30;3502;20;117;312;173
2021-08-09;3965;30;3505;22;30;285;174
2021-08-09;4004;29;3504;19;0;222;180
2021-08-09;4066;29;3505;23;0;229;176
2021-08-09;4171;29;3505;29;0;310;172
2021-08-09;4339;29;3504;33;0;320;171
2021-08-09;4144;29;3504;35;0;223;174
2021-08-10;4111;29;3507;35;0;195;172
2021-08-10;3918;29;3507;34;0;99;177
2021-08-10;3680;30;3508;32;0;83;175
2021-08-10;3757;29;3508;30;0;64;178
2021-08-10;3573;30;3510;30;0;61;177
2021-08-10;3566;30;3151;35;0;152;178
2021-08-10;3387;30;3291;39;0;67;179
2021-08-10;3232;30;3509;35;0;64;181
2021-08-10;3129;28;3516;34;0;64;183
2021-08-10;3113;28;3517;39;0;70;184
2021-08-10;3113;30;3521;39;0;89;179
2021-08-10;3170;30;3521;40;0;155;180
2021-08-10;3252;30;3521;45;0;153;176
2021-08-10;3402;29;3520;46;0;70;175
2021-08-10;3418;28;3520;42;0;177;177
2021-08-10;3568;30;3521;37;41;252;175
2021-08-10;3693;29;3521;33;138;259;168
2021-08-10;3899;29;3520;34;294;331;161
2021-08-10;4054;29;3518;31;576;333;167
2021-08-10;4204;29;3516;18;853;338;172
2021-08-10;4266;29;3513;13;1101;163;174
2021-08-10;4326;29;3511;10;1321;109;176
2021-08-10;4332;30;3510;9;1522;101;172
2021-08-10;4375;30;3506;8;1745;87;173
2021-08-10;4432;30;3506;8;1904;165;176
2021-08-10;4546;29;3505;8;2023;165;176
2021-08-10;4626;29;3502;9;2126;177;174
2021-08-10;4494;29;3502;10;2194;81;172
2021-08-10;4556;29;3502;10;2229;75;169
2021-08-10;4542;29;3497;10;2229;77;171
2021-08-10;4398;29;3496;11;2166;74;178
2021-08-10;4391;30;3497;16;2091;73;176
2021-08-10;4238;29;3494;20;1893;75;177
2021-08-10;4178;30;3491;26;1780;74;171
2021-08-10;4149;29;3490;27;1720;73;170
2021-08-10;4100;30;3488;21;1543;73;175
2021-08-10;4120;29;3486;24;1324;73;180
2021-08-10;4197;29;3483;41;1088;116;180
2021-08-10;4335;28;3487;56;805;322;173
2021-08-10;4378;30;3487;70;531;318;180
2021-08-10;4339;30;2851;92;282;391;179
2021-08-10;4206;30;2596;105;115;345;182
2021-08-10;4099;29;2532;106;27;372;183
2021-08-10;4099;30;2532;118;0;453;184
2021-08-10;4149;29;2527;134;0;359;184
2021-08-10;4231;29;2528;163;0;219;185
2021-08-10;4382;29;2538;191;0;221;184
2021-08-10;4163;30;2535;170;0;138;184
2021-08-11;4126;29;2536;186;0;153;182
2021-08-11;4041;29;2539;169;0;204;186
2021-08-11;3809;30;2540;167;0;154;183
2021-08-11;3890;30;2542;175;0;165;184
2021-08-11;3698;30;2544;186;0;229;184
2021-08-11;3680;30;2543;197;0;233;184
2021-08-11;3455;29;2544;208;0;220;184
2021-08-11;3324;29;2544;210;0;245;185
2021-08-11;3262;29;2550;200;0;74;181
2021-08-11;3236;30;2550;183;0;80;186
2021-08-11;3230;30;2556;174;0;80;181
2021-08-11;3306;30;2556;141;0;81;183
2021-08-11;3398;30;2554;117;0;80;183
2021-08-11;3521;30;2555;108;0;95;182
2021-08-11;3529;30;2552;110;0;93;186
2021-08-11;3631;30;2553;111;39;172;182
2021-08-11;3768;30;2552;100;144;215;181
2021-08-11;3931;26;2550;82;346;289;182
2021-08-11;4086;26;2547;51;604;297;177
2021-08-11;4285;25;2535;23;883;239;179
2021-08-11;4374;29;2530;13;1182;137;178
2021-08-11;4479;30;2530;11;1428;123;181
2021-08-11;4473;30;2528;8;1639;117;179
2021-08-11;4571;30;2529;8;1831;103;179
2021-08-11;4643;30;2525;8;1973;103;180
2021-08-11;4723;30;2521;8;2079;103;180
2021-08-11;4843;25;2521;9;2169;181;174
2021-08-11;4678;25;2520;8;2216;183;178
2021-08-11;4743;25;2521;9;2232;184;176
2021-08-11;4757;25;2524;8;2218;183;178
2021-08-11;4602;25;2525;8;2192;100;177
2021-08-11;4554;26;2521;9;2127;108;174
2021-08-11;4451;26;2554;11;2038;119;173
2021-08-11;4388;32;2593;12;1921;125;170
2021-08-11;4342;29;2632;13;1769;201;173
2021-08-11;4342;33;2676;16;1581;194;171
2021-08-11;4342;29;2717;16;1362;292;171
2021-08-11;4386;30;2759;19;1097;105;172
