Année;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Bioénergies (MW)
2021-01-01;6512;135;6701;19;0;650;170
2021-01-01;6522;140;6701;28;0;630;172
2021-01-01;6375;140;6688;28;0;536;172
2021-01-01;6581;140;6705;27;0;509;173
2021-01-01;6465;142;6705;27;0;504;172
2021-01-01;6485;138;6710;30;0;404;170
2021-01-01;6270;138;6709;28;0;404;171
2021-01-01;6078;139;6708;28;0;402;171
2021-01-01;5943;139;6711;30;0;402;172
2021-01-01;5771;138;6709;32;0;401;175
2021-01-01;5839;138;6710;35;0;404;174
2021-01-01;5874;138;6638;42;0;403;172
2021-01-01;5879;138;6618;50;0;403;170
2021-01-01;6015;138;6621;67;0;406;169
2021-01-01;6058;138;6617;77;0;404;170
2021-01-01;6099;139;6622;72;0;417;172
2021-01-01;6127;139;6634;75;0;429;169
2021-01-01;6124;138;6623;85;0;446;170
2021-01-01;6145;138;6620;88;14;500;171
2021-01-01;6226;138;6618;80;112;637;171
2021-01-01;6324;138;6618;80;257;636;172
2021-01-01;6430;139;6625;90;404;638;170
2021-01-01;6477;139;6644;98;553;553;169
2021-01-01;6576;139;6654;84;619;510;169
2021-01-01;6669;136;6647;83;668;495;169
2021-01-01;6790;139;6602;66;774;569;145
2021-01-01;6910;138;6610;69;806;571;144
2021-01-01;6635;139;6617;79;599;559;141
2021-01-01;6560;137;6596;105;504;543;141
2021-01-01;6485;134;6616;137;425;541;149
2021-01-01;6277;134;6591;158;360;529;160
2021-01-01;6284;138;6618;189;296;467;162
2021-01-01;6172;139;6620;215;215;474;165
2021-01-01;6148;144;6630;235;121;507;168
2021-01-01;6187;144;6671;283;37;509;168
2021-01-01;6253;140;6660;318;0;543;166
2021-01-01;6559;140;6659;385;0;603;169
2021-01-01;6740;140;6712;395;0;832;168
2021-01-01;6752;140;6716;406;0;829;169
2021-01-01;6792;144;6715;407;0;797;168
2021-01-01;6784;144;6716;409;0;782;169
2021-01-01;6721;144;6714;406;0;624;167
2021-01-01;6586;144;6716;391;0;619;168
2021-01-01;6483;144;6716;378;0;632;166
2021-01-01;6418;144;6716;371;0;599;169
2021-01-01;6512;144;6716;357;0;522;169
2021-01-01;6771;144;6717;349;0;528;170
2021-01-01;6597;144;6717;337;0;596;167
2021-01-02;6639;144;6717;306;0;587;170
2021-01-02;6634;144;6717;284;0;512;171
2021-01-02;6470;146;6718;264;0;465;171
2021-01-02;6621;146;6716;251;0;470;168
2021-01-02;6495;146;6720;254;0;469;170
2021-01-02;6525;146;6723;244;0;432;171
2021-01-02;6342;146;6585;265;0;431;169
2021-01-02;6214;146;6624;251;0;418;169
2021-01-02;6109;146;6611;253;0;425;168
2021-01-02;6087;146;6542;246;0;442;169
2021-01-02;6062;146;6562;241;0;437;167
2021-01-02;6172;146;6644;241;0;438;167
2021-01-02;6260;146;6647;244;0;439;162
2021-01-02;6465;150;6645;244;0;537;155
2021-01-02;6572;157;6719;270;0;521;156
2021-01-02;6674;157;6719;239;0;527;158
2021-01-02;6797;154;6720;266;0;454;153
2021-01-02;6909;153;6719;249;0;538;155
2021-01-02;7032;153;6723;216;3;602;153
2021-01-02;7212;152;6720;176;45;642;149
2021-01-02;7341;152;6718;155;129;728;145
2021-01-02;7442;157;6718;150;223;645;147
2021-01-02;7401;157;6718;157;318;655;152
2021-01-02;7384;161;6719;155;384;675;147
2021-01-02;7487;165;6720;141;492;660;146
2021-01-02;7466;164;6720;148;547;655;147
2021-01-02;7587;162;6719;136;652;648;145
2021-01-02;7292;162;6719;133;672;648;149
2021-01-02;7231;162;6717;130;705;538;146
2021-01-02;7183;173;6716;116;595;540;150
2021-01-02;6971;173;6715;104;550;543;151
2021-01-02;6944;170;6711;103;451;630;158
2021-01-02;6798;170;6712;103;326;642;157
2021-01-02;6745;170;6714;86;209;647;155
2021-01-02;6778;171;6714;76;80;650;154
2021-01-02;6863;173;6713;76;6;567;160
2021-01-02;7027;174;6712;82;0;631;160
2021-01-02;7258;174;6712;89;0;795;150
2021-01-02;7389;174;6711;92;0;885;161
2021-01-02;7488;174;6711;83;0;845;160
2021-01-02;7432;174;6711;72;0;821;160
2021-01-02;7209;172;6711;65;0;660;161
2021-01-02;7127;172;6712;65;0;650;158
2021-01-02;7016;172;6711;59;0;646;157
2021-01-02;6902;172;6712;50;0;636;154
2021-01-02;6968;171;6684;45;0;606;162
2021-01-02;7224;172;6661;44;0;597;161
2021-01-02;7009;172;6705;44;0;588;159
2021-01-03;7033;172;6709;51;0;580;157
2021-01-03;6818;172;6711;44;0;563;160
2021-01-03;6643;172;6709;46;0;544;162
2021-01-03;6909;172;6708;45;0;496;159
2021-01-03;6740;172;6708;51;0;494;162
2021-01-03;6720;172;6710;57;0;392;160
2021-01-03;6508;172;6710;59;0;392;147
2021-01-03;6258;171;6657;75;0;386;155
2021-01-03;6120;171;6661;90;0;387;155
2021-01-03;6143;173;6676;81;0;478;153
2021-01-03;6120;172;6708;72;0;475;154
2021-01-03;6153;172;6625;65;0;480;154
2021-01-03;6167;169;6631;79;0;478;147
2021-01-03;6328;172;6643;86;0;485;150
2021-01-03;6390;172;6697;88;0;497;157
2021-01-03;6482;172;6710;89;0;497;161
2021-01-03;6555;172;6709;85;0;497;163
2021-01-03;6621;170;6709;76;0;540;159
2021-01-03;6695;170;6709;66;19;564;158
2021-01-03;6822;170;6709;63;143;593;154
2021-01-03;6924;168;6708;61;290;594;155
2021-01-03;7059;170;6710;56;505;608;155
2021-01-03;7139;167;6711;51;747;632;159
2021-01-03;7154;168;6711;45;950;704;161
2021-01-03;7179;166;6711;38;1029;712;160
2021-01-03;7240;170;6710;40;1111;704;160
2021-01-03;7323;173;6710;41;1145;689;161
2021-01-03;6965;173;6710;48;1030;679;160
2021-01-03;6913;183;6710;51;842;581;162
2021-01-03;6742;214;6710;61;640;588;158
2021-01-03;6537;213;6709;75;514;579;160
2021-01-03;6484;213;6708;76;367;583;162
2021-01-03;6353;213;6708;86;211;575;151
2021-01-03;6350;215;6706;102;94;591;151
2021-01-03;6431;214;6707;142;24;592;156
2021-01-03;6527;215;6708;166;0;678;160
2021-01-03;6898;215;6709;170;0;687;164
2021-01-03;7169;214;6709;175;0;714;165
2021-01-03;7106;206;6711;197;0;720;162
2021-01-03;7208;206;6709;226;0;706;161
2021-01-03;7231;207;6711;232;0;689;158
2021-01-03;7141;208;6709;230;0;691;159
2021-01-03;7108;208;6709;253;0;655;153
2021-01-03;6875;207;6708;220;0;665;156
2021-01-03;6771;208;6709;225;0;592;160
2021-01-03;6861;208;6710;218;0;609;154
2021-01-03;7057;208;6709;218;0;679;158
2021-01-03;6824;208;6710;206;0;658;161
2021-01-04;6827;208;6707;221;0;664;162
2021-01-04;6912;207;6707;200;0;647;163
2021-01-04;6781;208;6709;188;0;561;156
2021-01-04;6897;208;6709;194;0;546;155
2021-01-04;6766;208;6709;200;0;533;151
2021-01-04;6809;208;6709;197;0;538;156
2021-01-04;6620;209;6709;194;0;534;163
2021-01-04;6494;208;6707;175;0;535;164
2021-01-04;6398;208;6709;164;0;527;157
2021-01-04;6358;208;6708;134;0;529;157
2021-01-04;6378;208;6707;119;0;529;160
2021-01-04;6551;208;6709;107;0;538;161
2021-01-04;6708;208;6709;109;0;538;165
2021-01-04;7086;209;6710;93;0;586;166
2021-01-04;7365;212;6711;103;0;621;167
2021-01-04;7534;212;6710;101;0;693;164
2021-01-04;7739;206;6709;104;0;703;163
2021-01-04;7847;207;6709;109;0;699;169
2021-01-04;7899;221;6682;118;8;757;166
2021-01-04;7982;222;6682;109;63;802;161
2021-01-04;8048;221;6681;110;156;803;161
2021-01-04;7935;221;6681;103;269;805;163
2021-01-04;7929;222;6682;103;374;790;159
2021-01-04;7951;222;6681;97;437;890;158
2021-01-04;8046;217;6680;97;507;905;159
2021-01-04;8071;228;6681;96;544;872;159
2021-01-04;8154;229;6680;95;539;876;161
2021-01-04;8022;226;6680;102;511;891;165
2021-01-04;8146;227;6680;103;524;877;170
2021-01-04;7952;225;6682;96;474;905;165
2021-01-04;7742;224;6681;97;398;938;161
2021-01-04;7770;225;6705;93;301;802;156
2021-01-04;7766;227;6708;98;236;802;156
2021-01-04;7589;227;6707;94;141;797;157
2021-01-04;7540;227;6707;95;53;805;157
2021-01-04;7619;219;6706;96;4;820;156
2021-01-04;7801;219;6705;104;0;942;165
2021-01-04;8019;220;6707;106;0;1134;166
2021-01-04;8181;227;6708;113;0;1188;167
2021-01-04;8139;228;6709;126;0;1187;170
2021-01-04;7895;227;6707;135;0;1114;169
2021-01-04;7715;225;6705;128;0;758;163
2021-01-04;7789;225;6708;129;0;756;164
2021-01-04;7632;225;6706;133;0;696;172
2021-01-04;7467;225;6707;130;0;597;172
2021-01-04;7482;226;6707;139;0;586;170
2021-01-04;7675;225;6706;154;0;577;169
2021-01-04;7488;226;6706;142;0;552;166
2021-01-05;7473;225;6704;135;0;554;165
2021-01-05;7505;226;6705;124;0;633;165
2021-01-05;7285;226;6705;114;0;588;168
2021-01-05;7528;225;6707;109;0;605;167
2021-01-05;7369;225;6707;115;0;602;165
2021-01-05;7401;225;6707;117;0;517;166
2021-01-05;7193;225;6706;130;0;511;170
2021-01-05;6996;225;6708;133;0;512;166
2021-01-05;6893;225;6708;146;0;510;164
2021-01-05;6897;225;6706;154;0;510;169
2021-01-05;6893;225;6708;149;0;502;168
2021-01-05;7061;225;6707;174;0;500;170
2021-01-05;7223;225;6707;173;0;598;172
2021-01-05;7709;225;6705;166;0;658;166
2021-01-05;7987;228;6706;156;0;895;165
2021-01-05;7792;228;6706;141;0;920;165
2021-01-05;8083;227;6703;120;0;1018;170
2021-01-05;8142;228;6700;108;0;1061;172
2021-01-05;8222;227;6698;108;2;1027;174
2021-01-05;8240;227;6695;104;28;1204;172
2021-01-05;8305;228;6695;111;80;1203;171
2021-01-05;8284;228;6697;108;118;1206;166
2021-01-05;8294;227;6696;102;173;1203;163
2021-01-05;8322;224;6696;102;198;1044;169
2021-01-05;8458;227;6699;96;238;1264;171
2021-01-05;8378;228;6704;91;258;1251;169
2021-01-05;8588;226;6703;93;262;1253;172
2021-01-05;8450;228;6704;91;245;1243;172
2021-01-05;8408;237;6702;86;215;1231;172
2021-01-05;8394;228;6702;67;196;1142;172
2021-01-05;8134;222;6703;64;171;1143;173
2021-01-05;8251;222;6702;75;134;1057;168
2021-01-05;7979;222;6702;77;102;1042;166
2021-01-05;7946;223;6702;71;58;968;170
2021-01-05;7875;223;6701;74;20;1031;171
2021-01-05;7916;222;6701;69;0;1141;175
2021-01-05;8127;222;6702;70;0;1238;171
2021-01-05;8204;224;6702;73;0;1269;167
2021-01-05;8346;223;6702;69;0;1261;171
2021-01-05;8272;223;6700;68;0;1285;169
2021-01-05;8077;222;6702;70;0;1264;161
2021-01-05;7789;220;6703;79;0;1232;168
2021-01-05;7692;220;6704;85;0;1067;164
2021-01-05;7517;220;6703;84;0;789;162
2021-01-05;7458;220;6704;84;0;685;169
2021-01-05;7497;220;6704;74;0;723;169
2021-01-05;7686;221;6702;77;0;714;167
2021-01-05;7478;219;6703;68;0;603;169
2021-01-06;7463;220;6703;65;0;587;167
2021-01-06;7437;221;6704;62;0;515;164
2021-01-06;7274;216;6703;59;0;503;168
2021-01-06;7514;216;6704;75;0;506;166
2021-01-06;7315;217;6703;74;0;524;166
2021-01-06;7409;216;6703;66;0;524;164
2021-01-06;7133;216;6707;65;0;521;169
2021-01-06;7026;218;6708;59;0;523;164
2021-01-06;6824;221;6707;51;0;517;163
2021-01-06;6890;222;6709;48;0;595;163
2021-01-06;6873;222;6708;53;0;586;159
2021-01-06;7116;221;6708;51;0;581;161
2021-01-06;7261;221;6709;46;0;591;159
2021-01-06;7677;221;6707;45;0;703;162
2021-01-06;7928;224;6706;62;0;774;168
2021-01-06;8095;223;6710;48;0;811;172
2021-01-06;8321;224;6708;50;0;913;168
2021-01-06;8468;221;6706;46;0;1088;168
2021-01-06;8215;220;6706;47;10;1124;162
2021-01-06;8311;219;6709;35;70;1167;162
2021-01-06;8320;218;6709;29;154;1245;162
2021-01-06;8334;220;6707;31;253;1238;165
2021-01-06;8286;219;6701;30;371;1226;169
2021-01-06;8336;227;6701;25;536;1211;162
2021-01-06;8375;227;6709;23;670;1217;158
2021-01-06;8266;227;6720;23;732;1179;158
2021-01-06;8349;226;6723;24;683;1171;162
2021-01-06;8020;228;6723;23;642;1114;161
2021-01-06;8098;222;6722;23;543;1040;163
2021-01-06;8061;222;6722;23;501;1148;163
2021-01-06;7793;222;6700;29;346;1157;162
2021-01-06;7969;225;6699;29;260;1093;165
2021-01-06;7810;225;6699;33;177;1114;160
2021-01-06;7724;226;6698;23;110;1120;164
2021-01-06;7640;226;6700;22;47;1119;157
2021-01-06;7706;230;6716;25;3;1169;155
2021-01-06;7901;229;6716;24;0;1231;157
2021-01-06;8093;231;6711;24;0;1252;153
2021-01-06;8181;232;6713;26;0;1270;155
2021-01-06;8152;230;6716;26;0;1274;156
2021-01-06;8026;230;6716;30;0;1250;154
2021-01-06;7817;227;6716;34;0;1241;154
2021-01-06;7663;228;6715;35;0;1102;156
2021-01-06;7566;227;6715;35;0;1054;152
2021-01-06;7464;228;6714;30;0;892;149
2021-01-06;7468;228;6714;27;0;760;156
2021-01-06;7747;229;6715;25;0;761;158
2021-01-06;7563;228;6715;27;0;749;157
2021-01-07;7606;228;6714;36;0;759;155
2021-01-07;7552;228;6713;39;0;711;156
2021-01-07;7367;228;6714;56;0;705;162
2021-01-07;7656;229;6712;58;0;676;163
2021-01-07;7433;228;6714;50;0;673;162
2021-01-07;7541;229;6713;47;0;676;167
2021-01-07;7272;228;6714;43;0;586;169
2021-01-07;7176;228;6713;45;0;550;163
2021-01-07;6976;229;6715;44;0;545;166
2021-01-07;7010;228;6716;49;0;547;168
2021-01-07;7063;229;6715;50;0;538;164
2021-01-07;7252;228;6714;53;0;530;168
2021-01-07;7451;228;6717;55;0;576;167
2021-01-07;7841;228;6714;47;0;800;168
2021-01-07;7857;231;6713;49;0;916;168
2021-01-07;8122;232;6716;52;0;1079;166
2021-01-07;8348;231;6714;59;0;1113;165
2021-01-07;8444;231;6716;64;0;1192;164
2021-01-07;8466;232;6715;70;11;1219;167
2021-01-07;8503;232;6717;49;100;1276;165
2021-01-07;8493;232;6715;39;253;1263;167
2021-01-07;8350;231;6712;43;442;1260;167
2021-01-07;8325;230;6706;40;685;1246;167
2021-01-07;8142;231;6707;27;896;1146;170
2021-01-07;8115;229;6707;28;1059;1134;165
2021-01-07;8020;229;6706;28;1126;1193;166
2021-01-07;8045;228;6711;25;1182;1178;166
2021-01-07;7791;228;6712;32;1157;1207;165
2021-01-07;7924;228;6714;49;1189;1200;168
2021-01-07;7851;228;6715;55;1062;1084;173
2021-01-07;7608;228;6714;62;889;1080;173
2021-01-07;7516;228;6713;55;763;1096;173
2021-01-07;7419;228;6713;48;546;1111;175
2021-01-07;7376;228;6715;54;332;1198;173
2021-01-07;7339;229;6714;66;145;1218;168
2021-01-07;7464;229;6716;77;18;1319;172
2021-01-07;7867;229;6714;85;0;1339;174
2021-01-07;8088;230;6711;82;0;1353;174
2021-01-07;8301;230;6711;84;0;1374;173
2021-01-07;8301;231;6711;79;0;1357;172
2021-01-07;8052;231;6711;86;0;1223;172
2021-01-07;7889;229;6715;96;0;1149;173
2021-01-07;7626;229;6714;89;0;1145;169
2021-01-07;7520;230;6715;87;0;1120;172
2021-01-07;7461;230;6717;97;0;1089;174
2021-01-07;7534;230;6715;101;0;913;171
2021-01-07;7752;230;6717;116;0;930;173
2021-01-07;7873;230;6717;121;0;811;171
2021-01-08;7847;230;6716;111;0;787;168
2021-01-08;7754;230;6715;105;0;738;173
2021-01-08;7589;230;6715;119;0;702;174
2021-01-08;7858;230;6716;136;0;720;174
2021-01-08;7747;231;6716;144;0;715;175
2021-01-08;7764;231;6715;152;0;742;175
2021-01-08;7613;231;6715;137;0;721;170
2021-01-08;7474;231;6715;120;0;718;170
2021-01-08;7378;231;6716;99;0;615;167
2021-01-08;7380;231;6714;86;0;523;171
2021-01-08;7414;231;6714;80;0;520;170
2021-01-08;7618;232;6715;70;0;540;171
2021-01-08;7698;231;6713;76;0;832;169
2021-01-08;8082;229;6713;73;0;931;168
2021-01-08;8217;226;6713;66;0;1059;168
2021-01-08;8480;226;6713;70;0;1226;164
2021-01-08;8654;224;6711;66;0;1244;166
2021-01-08;8794;224;6711;66;0;1250;167
2021-01-08;8823;232;6711;62;21;1265;167
2021-01-08;8853;234;6711;56;145;1348;164
2021-01-08;8856;233;6711;50;366;1348;164
2021-01-08;8753;232;6714;41;643;1330;164
2021-01-08;8608;232;6713;40;892;1312;169
2021-01-08;8514;232;6715;36;1062;1322;168
2021-01-08;8434;227;6714;39;1180;1318;166
2021-01-08;8378;227;6714;32;1254;1287;168
2021-01-08;8408;228;6712;31;1242;1277;167
2021-01-08;8122;230;6713;26;1187;1211;165
2021-01-08;8028;226;6714;25;1133;1195;169
2021-01-08;8016;225;6716;28;1047;1210;168
2021-01-08;7739;220;6714;33;893;1207;165
2021-01-08;7682;224;6713;44;750;1203;163
2021-01-08;7538;223;6713;58;469;1195;163
2021-01-08;7490;220;6713;74;299;1203;165
2021-01-08;7417;221;6713;90;124;1225;169
2021-01-08;7505;214;6714;113;18;1240;176
2021-01-08;7892;222;6713;139;0;1344;170
2021-01-08;8174;227;6712;178;0;1270;172
2021-01-08;8296;228;6714;198;0;1336;165
2021-01-08;8306;228;6715;220;0;1345;173
2021-01-08;8132;228;6716;239;0;1321;167
2021-01-08;7967;225;6716;256;0;1302;172
2021-01-08;7795;226;6717;233;0;1181;172
2021-01-08;7614;226;6717;236;0;1214;173
2021-01-08;7734;226;6715;240;0;1086;171
2021-01-08;7805;226;6715;248;0;932;173
2021-01-08;8054;226;6716;308;0;1006;170
2021-01-08;7843;226;6716;339;0;896;168
2021-01-09;7871;225;6716;349;0;893;157
2021-01-09;7836;226;6716;351;0;825;160
2021-01-09;7567;226;6715;405;0;772;160
2021-01-09;7993;226;6714;418;0;742;158
2021-01-09;7844;226;6711;437;0;742;158
2021-01-09;7802;226;6714;453;0;745;156
2021-01-09;7593;226;6714;470;0;711;156
2021-01-09;7326;226;6714;480;0;605;156
2021-01-09;7191;226;6714;483;0;452;158
2021-01-09;7166;226;6715;497;0;444;163
2021-01-09;7218;226;6715;517;0;521;160
2021-01-09;7281;226;6715;527;0;521;160
2021-01-09;7328;226;6714;517;0;531;163
2021-01-09;7477;226;6714;542;0;571;165
2021-01-09;7594;226;6714;593;0;595;160
2021-01-09;7634;226;6714;633;0;731;162
2021-01-09;7790;226;6712;647;0;759;158
2021-01-09;7671;227;6712;649;0;801;159
2021-01-09;7741;226;6713;657;13;741;159
2021-01-09;7871;226;6711;668;90;798;159
2021-01-09;8011;226;6711;668;199;812;163
2021-01-09;8043;226;6712;679;324;877;162
2021-01-09;8058;225;6711;659;480;851;161
2021-01-09;8068;225;6710;660;611;808;164
2021-01-09;8096;220;6710;698;674;800;166
2021-01-09;8203;218;6709;725;712;673;166
2021-01-09;8171;218;6707;743;712;662;174
2021-01-09;7921;218;6707;765;664;659;170
2021-01-09;7961;218;6705;771;606;647;163
2021-01-09;7776;218;6707;783;525;651;165
2021-01-09;7636;218;6706;796;441;650;166
2021-01-09;7549;216;6706;815;350;652;130
2021-01-09;7406;217;6699;804;261;661;134
2021-01-09;7371;213;6696;796;184;669;134
2021-01-09;7329;213;6696;803;94;727;129
2021-01-09;7360;217;6697;797;18;936;131
2021-01-09;7569;218;6700;793;0;1017;129
2021-01-09;7942;219;6703;795;0;960;129
2021-01-09;7964;219;6704;846;0;971;130
2021-01-09;8015;218;6703;846;0;838;131
2021-01-09;7920;218;6705;850;0;820;132
2021-01-09;7785;218;6705;846;0;675;136
2021-01-09;7624;219;6706;854;0;648;131
2021-01-09;7428;219;6702;855;0;654;134
2021-01-09;7319;219;6700;867;0;643;158
2021-01-09;7540;219;6631;850;0;612;162
2021-01-09;7657;220;6694;829;0;624;164
2021-01-09;7455;220;6694;818;0;607;169
2021-01-10;7785;216;6696;814;0;602;172
2021-01-10;7837;216;6701;821;0;534;170
2021-01-10;7628;216;6703;822;0;445;173
2021-01-10;7705;216;6700;802;0;449;172
2021-01-10;7566;216;6700;798;0;445;170
2021-01-10;7543;216;6308;816;0;423;165
2021-01-10;7332;218;6409;808;0;412;172
2021-01-10;7244;221;6644;817;0;401;171
2021-01-10;7069;221;6644;789;0;392;172
2021-01-10;7045;221;6647;757;0;388;168
2021-01-10;6988;221;6699;759;0;387;170
2021-01-10;7086;221;6700;748;0;381;172
2021-01-10;7094;221;6704;744;0;379;170
2021-01-10;7250;221;6703;728;0;462;170
2021-01-10;7319;221;6703;728;0;473;173
2021-01-10;7357;223;6703;732;0;408;170
2021-01-10;7473;222;6701;726;0;415;171
2021-01-10;7507;222;6702;736;0;388;172
2021-01-10;7608;222;6701;730;21;389;169
2021-01-10;7791;223;6700;709;155;503;174
2021-01-10;7690;221;6699;718;433;520;173
2021-01-10;7750;221;6698;704;723;534;166
2021-01-10;7786;220;6699;696;1011;535;169
2021-01-10;7692;220;6698;683;1239;543;171
2021-01-10;7832;220;6698;706;1385;565;173
2021-01-10;7783;219;6695;727;1471;598;171
2021-01-10;7987;218;6695;730;1522;678;175
2021-01-10;7702;218;6696;739;1506;623;171
2021-01-10;7589;218;6694;754;1458;451;169
2021-01-10;7437;217;6691;758;1330;454;166
2021-01-10;7153;217;6692;766;1173;447;170
2021-01-10;7041;217;6693;774;964;442;167
2021-01-10;6876;217;6694;757;704;442;171
2021-01-10;6880;218;6694;747;427;440;169
2021-01-10;6929;218;6696;736;187;447;168
2021-01-10;7005;219;6696;686;28;498;169
2021-01-10;7246;219;6694;681;0;728;167
2021-01-10;7703;220;6694;701;0;815;170
2021-01-10;7723;220;6694;679;0;953;168
2021-01-10;7813;220;6694;693;0;1046;167
2021-01-10;7794;216;6699;699;0;1034;169
2021-01-10;7581;217;6700;662;0;772;171
2021-01-10;7568;221;6701;617;0;736;172
2021-01-10;7406;221;6702;562;0;505;172
2021-01-10;7366;222;6647;514;0;486;174
2021-01-10;7402;221;6661;467;0;486;168
2021-01-10;7633;222;6642;457;0;711;169
2021-01-10;7542;222;6650;432;0;691;166
2021-01-11;7620;222;6669;390;0;544;163
2021-01-11;7609;222;6703;392;0;551;164
2021-01-11;7547;222;6703;388;0;516;167
2021-01-11;7784;222;6702;410;0;573;166
2021-01-11;7649;222;6704;381;0;571;165
2021-01-11;7760;223;6705;357;0;468;166
2021-01-11;7573;221;6706;350;0;450;165
2021-01-11;7483;222;6705;349;0;452;164
2021-01-11;7360;222;6705;341;0;454;170
2021-01-11;7326;223;6705;331;0;271;158
2021-01-11;7361;222;6704;308;0;278;158
2021-01-11;7610;221;6706;302;0;278;162
2021-01-11;7749;221;6706;293;0;502;160
2021-01-11;8154;223;6704;286;0;836;162
2021-01-11;8449;226;6705;280;0;1009;165
2021-01-11;8576;226;6704;262;0;1101;165
2021-01-11;8732;222;6704;232;0;1198;162
2021-01-11;8954;226;6702;206;0;1202;165
2021-01-11;8972;226;6703;185;26;1213;162
2021-01-11;9008;222;6704;167;159;1150;162
2021-01-11;8952;221;6703;137;368;1141;165
2021-01-11;8775;221;6707;113;618;1150;170
2021-01-11;8671;218;6706;92;842;1150;167
2021-01-11;8596;220;6706;75;1013;1058;168
2021-01-11;8508;227;6707;71;1062;1044;167
2021-01-11;8393;229;6709;76;1120;955;163
2021-01-11;8467;228;6708;69;1163;935;168
2021-01-11;8234;224;6707;71;1201;935;166
2021-01-11;8311;226;6688;88;1200;935;166
2021-01-11;8179;222;6692;110;1152;835;168
2021-01-11;7965;225;6696;122;1066;824;165
2021-01-11;7891;226;6698;124;923;828;162
2021-01-11;7745;226;6698;127;683;832;166
2021-01-11;7716;226;6698;117;417;842;169
2021-01-11;7733;226;6697;118;192;857;166
2021-01-11;7708;227;6698;132;30;1024;167
2021-01-11;8044;228;6697;137;0;1082;168
2021-01-11;8547;229;6695;144;0;1172;167
2021-01-11;8566;232;6696;145;0;1172;168
2021-01-11;8554;233;6695;166;0;1158;168
2021-01-11;8389;233;6696;180;0;1137;165
2021-01-11;8230;231;6696;198;0;1019;162
2021-01-11;8037;227;6695;207;0;954;162
2021-01-11;7874;227;6694;216;0;850;164
2021-01-11;7900;228;6693;225;0;786;164
2021-01-11;7831;232;6694;229;0;761;167
2021-01-11;8061;233;6695;251;0;787;166
2021-01-11;7852;232;6694;288;0;661;162
2021-01-12;7906;230;6692;340;0;642;162
2021-01-12;7850;229;6695;364;0;634;164
2021-01-12;7697;229;6693;385;0;600;166
2021-01-12;7946;229;6693;408;0;664;169
2021-01-12;7824;229;6692;458;0;644;170
2021-01-12;7853;229;6689;469;0;661;173
2021-01-12;7617;229;6688;488;0;501;173
2021-01-12;7450;228;6689;539;0;409;170
2021-01-12;7287;227;6689;577;0;403;172
2021-01-12;7245;227;6687;610;0;397;171
2021-01-12;7252;227;6686;565;0;398;174
2021-01-12;7445;228;6686;609;0;408;172
2021-01-12;7627;228;6685;637;0;427;171
2021-01-12;7970;228;6684;616;0;482;170
2021-01-12;8117;229;6684;560;0;627;170
2021-01-12;8240;230;6685;592;0;784;170
2021-01-12;8358;229;6684;607;0;826;166
2021-01-12;8420;222;6682;616;0;850;172
2021-01-12;8431;216;6682;619;2;908;161
2021-01-12;8429;223;6682;633;31;1050;170
2021-01-12;8394;226;6685;600;71;1106;171
2021-01-12;8372;226;6684;575;118;1110;171
2021-01-12;8317;226;6681;588;177;1104;175
2021-01-12;8376;229;6680;551;264;1101;170
2021-01-12;8363;229;6674;568;310;1101;160
2021-01-12;8343;224;6669;580;392;1075;167
2021-01-12;8435;223;6663;623;409;1086;173
2021-01-12;8158;221;6661;607;378;1064;173
2021-01-12;8205;221;6658;666;389;984;170
2021-01-12;8091;223;6661;698;331;1007;168
2021-01-12;7841;219;6657;710;239;1006;168
2021-01-12;7753;219;6652;706;191;1089;173
2021-01-12;7569;219;6657;717;149;1114;171
2021-01-12;7512;219;6662;717;87;1131;172
2021-01-12;7455;218;6661;716;45;1135;172
2021-01-12;7371;222;6662;752;9;1134;178
2021-01-12;7535;222;6664;771;0;1155;171
2021-01-12;7801;222;6664;781;0;1176;175
2021-01-12;7892;222;6664;759;0;1175;172
2021-01-12;7885;222;6662;741;0;1176;174
2021-01-12;7627;221;6661;736;0;1085;175
2021-01-12;7330;218;6661;728;0;964;172
2021-01-12;7024;218;6661;697;0;885;171
2021-01-12;6899;218;6660;670;0;812;172
2021-01-12;6855;218;6659;659;0;714;172
2021-01-12;6833;217;6660;632;0;703;172
2021-01-12;6795;218;6662;608;0;830;174
2021-01-12;6587;217;6659;603;0;696;173
2021-01-13;6645;218;6657;586;0;683;174
2021-01-13;6587;217;6662;567;0;723;175
2021-01-13;6387;217;6643;551;0;638;176
2021-01-13;6575;214;6659;522;0;609;175
2021-01-13;6447;216;6662;535;0;455;172
2021-01-13;6471;216;6664;515;0;447;176
2021-01-13;6230;215;6664;517;0;364;174
2021-01-13;6127;215;6663;520;0;354;176
2021-01-13;5985;215;6666;481;0;422;173
2021-01-13;5951;216;6663;455;0;414;173
2021-01-13;5965;216;6664;435;0;408;169
2021-01-13;6151;216;6667;428;0;416;172
2021-01-13;6291;216;6664;415;0;437;171
2021-01-13;6512;216;6664;382;0;551;176
2021-01-13;6726;218;6665;361;0;811;173
2021-01-13;6909;219;6663;365;0;1065;174
2021-01-13;7109;219;6668;392;0;1094;174
2021-01-13;7196;218;6666;387;0;1103;177
2021-01-13;7172;219;6669;373;8;1117;174
2021-01-13;7192;217;6671;360;54;1138;173
2021-01-13;7203;217;6672;327;144;1129;172
